wp_identifier,archive_id,embed_url,sponsors,sponsor_types,subjects,candidates,type,race,cycle,message,air_count,reference_count,market_count,transcript,date_ingested
6424,PolAd_DeborahRoss_RichardBurr_tih2v,https://archive.org/embed/PolAd_DeborahRoss_RichardBurr_tih2v,"Deborah Ross For Senate, Deborah Ross for Senate","Candidate Committee","Candidate Biography, Crime, Criminal Justice, Women, Children","Deborah Ross, Richard Burr",campaign,NCS2,2016,mixed,396,0,1,,"2016/09/27 9:50:03 UTC"
6427,PolAd_MarcoRubio_o6gfa,https://archive.org/embed/PolAd_MarcoRubio_o6gfa,"Marco Rubio For Senate 2016","Candidate Committee",Veterans,"Marco Rubio",campaign,FLS2,2016,pro,0,0,0,,"2016/09/27 9:45:45 UTC"
6428,PolAd_PatrickMurphy_2xzip,https://archive.org/embed/PolAd_PatrickMurphy_2xzip,"Marco Rubio For Senate 2016","Candidate Committee","Candidate Biography","Patrick Murphy",campaign,FLS2,2016,con,467,0,1,,"2016/09/27 9:42:23 UTC"
6429,PolAd_PatrickMurphy_ofzz9,https://archive.org/embed/PolAd_PatrickMurphy_ofzz9,"Marco Rubio For Senate 2016","Candidate Committee","Candidate Biography","Patrick Murphy",campaign,FLS2,2016,con,0,0,0,,"2016/09/27 9:41:22 UTC"
6391,PolAd_DonaldTrump_lt5j7,https://archive.org/embed/PolAd_DonaldTrump_lt5j7,"Priorities USA Action","Super PAC","Candidate Biography, Foreign Policy","Donald Trump",campaign,PRES,2016,con,1199,1,8,,"2016/09/27 9:40:20 UTC"
6399,PolAd_Elections_Income_CivilRights_6hmet,https://archive.org/embed/PolAd_Elections_Income_CivilRights_6hmet,"New Era Colorado","Non Profit","Elections, Income, Civil Rights, Environment, Energy, Education, Debt, Immigration",,campaign,,,unknown,0,0,0,,"2016/09/27 9:39:26 UTC"
6398,PolAd_DonaldTrump_1wuzj,https://archive.org/embed/PolAd_DonaldTrump_1wuzj,"Priorities USA Action","Super PAC","Candidate Biography, Women","Donald Trump",campaign,PRES,2016,con,0,0,0,,"2016/09/27 9:38:45 UTC"
6400,PolAd_DonaldTrump_xiq6h,https://archive.org/embed/PolAd_DonaldTrump_xiq6h,"Hillary for America",Multiple,"Taxes, Foreign Policy, Candidate Biography","Donald Trump",campaign,PRES,2016,con,5,0,1,,"2016/09/27 9:37:59 UTC"
6401,PolAd_HillaryClinton_yf3ga,https://archive.org/embed/PolAd_HillaryClinton_yf3ga,Future45,"Super PAC","Candidate Biography, Terrorism, Islam, Foreign Policy, Nuclear, Iran","Hillary Clinton",campaign,PRES,2016,con,52,0,10,,"2016/09/27 9:37:05 UTC"
6402,PolAd_RonJohnson_mp4j8,https://archive.org/embed/PolAd_RonJohnson_mp4j8,"Ron Johnson for Senate",Multiple,"Health Care, Candidate Biography","Ron Johnson",campaign,WIS2,2016,pro,0,0,0,,"2016/09/27 9:36:09 UTC"
6403,PolAd_RussFeingold_HillaryClinton_6odd2,https://archive.org/embed/PolAd_RussFeingold_HillaryClinton_6odd2,"Ron Johnson for Senate",Multiple,"Candidate Biography","Hillary Clinton, Russ Feingold",campaign,WIS2,2016,con,1,0,1,,"2016/09/27 9:34:14 UTC"
6404,PolAd_DeborahRoss_yy50c,https://archive.org/embed/PolAd_DeborahRoss_yy50c,"National Republican Senatorial Cmte",PAC,"Military, Crime, Women, Criminal Justice","Deborah Ross",campaign,NCS2,2016,con,276,0,1,,"2016/09/27 9:32:45 UTC"
6405,PolAd_MaggieHassan_a1xr0,https://archive.org/embed/PolAd_MaggieHassan_a1xr0,"Granite State Solutions","Super PAC","State Budget, Taxes, Iran, Nuclear, Islam, Terrorism, Immigration","Maggie Hassan",campaign,NHS1,2016,con,530,0,1,,"2016/09/27 9:31:44 UTC"
6316,PolAd_JoeHeck_DonaldTrump_uxxk8,https://archive.org/embed/PolAd_JoeHeck_DonaldTrump_uxxk8,"Catherine Cortez Masto for Senate","Candidate Committee","Voting Record, Veterans, Education, Civil Rights","Donald Trump, Joe Heck",campaign,NVS2,2016,con,0,0,0,,"2016/09/26 8:54:50 UTC"
6317,PolAd_JoeHeck_DonaldTrump_uo6dq,https://archive.org/embed/PolAd_JoeHeck_DonaldTrump_uo6dq,"Catherine Cortez Masto for Senate","Candidate Committee","Drugs, Crime, Immigration, Disability, Foreign Policy, Nuclear","Donald Trump, Joe Heck",campaign,NVS2,2016,con,581,0,1,,"2016/09/26 8:53:38 UTC"
6318,PolAd_JohnMccain_hj4ru,https://archive.org/embed/PolAd_JohnMccain_hj4ru,"Friends of John McCain","Candidate Committee","Jobs, Economy, Regulation","John McCain",campaign,AZS1,2016,pro,0,0,0,,"2016/09/26 8:52:31 UTC"
6319,PolAd_JohnMccain_ibcb7,https://archive.org/embed/PolAd_JohnMccain_ibcb7,"Friends of John McCain","Candidate Committee","Veterans, Health Care, Debt","John McCain",campaign,AZS1,2016,pro,187,0,1,,"2016/09/26 8:51:45 UTC"
6256,PolAd_DonaldTrump_x4ff0,https://archive.org/embed/PolAd_DonaldTrump_x4ff0,"Correct The Record","Hybrid Super PAC","Candidate Biography, Women","Donald Trump",campaign,PRES,2016,con,0,0,0,,"2016/09/23 11:01:00 UTC"
6255,PolAd_DonaldTrump_d8ijh,https://archive.org/embed/PolAd_DonaldTrump_d8ijh,"Correct The Record","Hybrid Super PAC","Candidate Biography, Debates","Donald Trump",campaign,PRES,2016,con,0,0,0,,"2016/09/23 10:58:23 UTC"
6254,PolAd_EvanBayh_0fxz5,https://archive.org/embed/PolAd_EvanBayh_0fxz5,"Freedom Partners Action Fund","Super PAC","Health Care, Voting Record","Evan Bayh",campaign,INS2,2016,con,0,0,0,,"2016/09/23 10:57:02 UTC"
6258,PolAd_DonaldTrump_50orp,https://archive.org/embed/PolAd_DonaldTrump_50orp,MoveOn.org,"Hybrid Super PAC","Legal Issues, Civil Rights, Criminal Justice, Elections, Crime","Donald Trump",campaign,PRES,2016,con,0,0,0,,"2016/09/23 10:53:29 UTC"
6259,PolAd_DonaldTrump_2ajw2,https://archive.org/embed/PolAd_DonaldTrump_2ajw2,MoveOn.org,"Hybrid Super PAC","Civil Rights, Candidate Biography, Criminal Justice, Economy","Donald Trump",campaign,PRES,2016,con,2,0,1,,"2016/09/23 10:37:36 UTC"
6260,PolAd_Women_Abortion_HealthCare_3io2b,https://archive.org/embed/PolAd_Women_Abortion_HealthCare_3io2b,"NARAL Pro-Choice America",Multiple,"Women, Abortion, Health Care, Civil Rights, Economy",,campaign,,,unknown,0,0,0,,"2016/09/23 10:35:01 UTC"
6261,PolAd_PaulRyan_fl3lk,https://archive.org/embed/PolAd_PaulRyan_fl3lk,"Volunteers for Nehlen","Candidate Committee","Civil Rights, Jobs, Immigration, Terrorism, Criminal Justice","Paul Ryan",campaign,WI01,2016,con,0,0,0,,"2016/09/23 10:32:31 UTC"
6136,PolAd_DonaldTrump_sdc5p,https://archive.org/embed/PolAd_DonaldTrump_sdc5p,"Fenton Communications Inc",Corporation,"Nuclear, Foreign Policy, Terrorism, Candidate Biography","Donald Trump",campaign,PRES,2016,con,1,0,1,,"2016/09/23 5:15:41 UTC"
6191,PolAd_DonaldTrump_t5icj,https://archive.org/embed/PolAd_DonaldTrump_t5icj,"Donald J Trump For President","Candidate Committee","Energy, Workers","Donald Trump",campaign,PRES,2016,pro,8,0,1,,"2016/09/23 5:13:15 UTC"
6193,PolAd_HillaryClinton_1jb6n,https://archive.org/embed/PolAd_HillaryClinton_1jb6n,"Reform America Fund","Super PAC","Candidate Biography, Terrorism","Hillary Clinton",campaign,PRES,2016,con,3,0,1,,"2016/09/23 5:12:32 UTC"
6192,PolAd_DonaldTrump_hwl95,https://archive.org/embed/PolAd_DonaldTrump_hwl95,"Donald J Trump For President","Candidate Committee","Taxes, Income, Jobs, Energy","Donald Trump",campaign,PRES,2016,pro,25,0,3,,"2016/09/23 5:11:00 UTC"
6194,PolAd_DonaldTrump_27shg,https://archive.org/embed/PolAd_DonaldTrump_27shg,"Donald J Trump For President","Candidate Committee","Veterans, Jobs, Corporations, Immigration","Donald Trump",campaign,PRES,2016,pro,6,0,1,,"2016/09/23 5:09:02 UTC"
6195,PolAd_DonaldTrump_i4vl1,https://archive.org/embed/PolAd_DonaldTrump_i4vl1,"Donald J Trump For President","Candidate Committee","Taxes, Income, Jobs","Donald Trump",campaign,PRES,2016,pro,56,0,10,,"2016/09/23 5:07:39 UTC"
6196,PolAd_MarcoRubio_5dwd7,https://archive.org/embed/PolAd_MarcoRubio_5dwd7,"Marco Rubio For Senate 2016","Candidate Committee","Terrorism, Government Efficiency","Marco Rubio",campaign,FLS2,2016,pro,0,0,0,,"2016/09/23 5:06:42 UTC"
6197,PolAd_MarcoRubio_ko8o9,https://archive.org/embed/PolAd_MarcoRubio_ko8o9,"Marco Rubio For Senate 2016","Candidate Committee","Candidate Biography, Veterans","Marco Rubio",campaign,FLS2,2016,pro,0,0,0,,"2016/09/23 5:05:36 UTC"
6198,PolAd_PatToomey_erb3i,https://archive.org/embed/PolAd_PatToomey_erb3i,"Senate Majority PAC","Super PAC","Economy, Corporations, Taxes, Energy, Campaign Finance","Pat Toomey",campaign,PAS1,2016,con,0,0,0,,"2016/09/23 5:02:29 UTC"
6199,PolAd_CatherineCortezMasto_7gqx8,https://archive.org/embed/PolAd_CatherineCortezMasto_7gqx8,"National Republican Senatorial Cmte",PAC,"Candidate Biography, Taxes","Catherine Cortez Masto",campaign,NVS2,2016,con,0,0,0,,"2016/09/23 5:01:36 UTC"
6208,PolAd_JillStein_o1leb,https://archive.org/embed/PolAd_JillStein_o1leb,"Jill Stein for President","Candidate Committee","Debates, Elections, Candidate Biography, Homeland Security","Jill Stein",campaign,PRES,2016,pro,3,0,1,,"2016/09/23 4:59:40 UTC"
6214,PolAd_DonaldTrump_3swui,https://archive.org/embed/PolAd_DonaldTrump_3swui,"Hillary Victory Fund","Joint Fundraising Committee","Children, Candidate Biography, Disability","Donald Trump",campaign,PRES,2016,con,2,0,2,,"2016/09/23 4:55:13 UTC"
6219,PolAd_MaggieHassan_ft88c,https://archive.org/embed/PolAd_MaggieHassan_ft88c,"National Republican Senatorial Cmte",PAC,"healthcare, Workers, Jobs","Maggie Hassan",campaign,NHS1,2016,con,144,0,1,,"2016/09/23 4:53:09 UTC"
6220,PolAd_MaggieHassan_e64lx,https://archive.org/embed/PolAd_MaggieHassan_e64lx,"National Republican Senatorial Cmte",PAC,"Drugs, Health Care, Families","Maggie Hassan",campaign,NHS1,2016,con,151,0,1,,"2016/09/23 4:52:14 UTC"
6221,PolAd_DonaldTrump_51inm,https://archive.org/embed/PolAd_DonaldTrump_51inm,"Hillary for America",Multiple,"Women, Candidate Biography, Children","Donald Trump",campaign,PRES,2016,con,2301,1,10,,"2016/09/23 4:51:21 UTC"
6231,PolAd_DonaldTrump_hzf6a,https://archive.org/embed/PolAd_DonaldTrump_hzf6a,"Hillary Victory Fund","Joint Fundraising Committee","Candidate Biography, Legal Issues, Education","Donald Trump",campaign,PRES,2016,con,0,0,0,,"2016/09/23 4:50:27 UTC"
6215,PolAd_MarcoRubio_u9szb,https://archive.org/embed/PolAd_MarcoRubio_u9szb,"American Fedn of St/Cnty/Munic Employees",PAC,"Social Security, Medicare, Education, Children","Marco Rubio",campaign,FLS2,2016,con,276,1,1,,"2016/09/23 3:59:41 UTC"
6177,PolAd_RobPortman_sn95m,https://archive.org/embed/PolAd_RobPortman_sn95m,"Portman for Senate","Candidate Committee","Veterans, Iraq, Health Care, Candidate Biography","Rob Portman",campaign,OHS2,2016,pro,0,0,0,,"2016/09/22 5:55:39 UTC"
6178,PolAd_EvanBayh_oit5o,https://archive.org/embed/PolAd_EvanBayh_oit5o,"NRA Institute for Legislative Action","Non Profit","Guns, Supreme Court, Voting Record","Evan Bayh",campaign,INS2,2016,con,0,0,0,,"2016/09/22 5:54:13 UTC"
6179,PolAd_HillaryClinton_DonaldTrump_emn1z,https://archive.org/embed/PolAd_HillaryClinton_DonaldTrump_emn1z,"Donald J Trump For President","Candidate Committee","Taxes, Terrorism, Jobs, Housing, Workers, Families","Donald Trump, Hillary Clinton",campaign,PRES,2016,mixed,13,0,3,,"2016/09/22 5:53:14 UTC"
6176,PolAd_KatieMcginty_4g49w,https://archive.org/embed/PolAd_KatieMcginty_4g49w,"Prosperity for Pennsylvania","Super PAC","Taxes, Campaign Finance, Social Security, Income, Workers","Katie McGinty",campaign,PAS1,2016,con,255,0,1,,"2016/09/22 5:52:13 UTC"
6026,PolAd_TedStrickland_zc3sp,https://archive.org/embed/PolAd_TedStrickland_zc3sp,"National Republican Senatorial Cmte",PAC,Jobs,"Ted Strickland",campaign,OHS2,2016,con,0,0,0,,"2016/09/22 5:50:03 UTC"
6025,PolAd_CatherineCortezMasto_nl3l2,https://archive.org/embed/PolAd_CatherineCortezMasto_nl3l2,"Senate Leadership Fund","Super PAC","Crime, Criminal Justice, Women","Catherine Cortez Masto",campaign,NVS2,2016,con,328,0,1,,"2016/09/22 5:48:19 UTC"
6024,PolAd_PatrickMurphy_42342,https://archive.org/embed/PolAd_PatrickMurphy_42342,"Senate Leadership Fund","Super PAC","Candidate Biography","Patrick Murphy",campaign,FLS2,2016,con,276,0,1,,"2016/09/22 5:47:12 UTC"
6092,PolAd_Jobs_Income_Families_3cgi4,https://archive.org/embed/PolAd_Jobs_Income_Families_3cgi4,"Democratic National Cmte",PAC,"Jobs, Income, Families, Women, Health Care, Marriage, Climate Change, Education",,campaign,,,unknown,0,0,0,,"2016/09/22 5:37:23 UTC"
6096,PolAd_DonaldTrump_8w1x5,https://archive.org/embed/PolAd_DonaldTrump_8w1x5,"Republican National Cmte",PAC,"economy, Jobs, Criminal Justice, Homeland Security, Education","Donald Trump",campaign,PRES,2016,pro,0,0,0,,"2016/09/22 5:34:19 UTC"
6097,PolAd_RobPortman_hh7uo,https://archive.org/embed/PolAd_RobPortman_hh7uo,"Strickland for Senate","Candidate Committee","Terrorism, Guns, Iraq, Afghanistan, Crime, Homeland Security","Rob Portman",campaign,OHS2,2016,con,328,1,1,,"2016/09/22 5:32:39 UTC"
6098,PolAd_RonJohnson_w68nm,https://archive.org/embed/PolAd_RonJohnson_w68nm,"Ron Johnson for Senate",Multiple,"Jobs, Poverty, Income","Ron Johnson",campaign,WIS2,2016,pro,250,0,1,,"2016/09/22 5:31:34 UTC"
6101,PolAd_PatrickMurphy_18wkh,https://archive.org/embed/PolAd_PatrickMurphy_18wkh,"National Republican Senatorial Cmte",PAC,"Candidate Biography","Patrick Murphy",campaign,FLS2,2016,con,0,0,0,,"2016/09/22 5:29:43 UTC"
6102,PolAd_JoeHeck_ilkl9,https://archive.org/embed/PolAd_JoeHeck_ilkl9,"Senate Majority PAC","Super PAC","Taxes, Corporations, Campaign Finance, Energy, Families","Joe Heck",campaign,NVS2,2016,con,0,0,0,,"2016/09/22 5:28:45 UTC"
6103,PolAd_DonaldTrump_m6b6s,https://archive.org/embed/PolAd_DonaldTrump_m6b6s,MoveOn.org,"Hybrid Super PAC","Immigration, Public Safety","Donald Trump",campaign,PRES,2016,con,1,0,1,,"2016/09/22 5:27:50 UTC"
6104,PolAd_CivilRights_CriminalJustice_82y48,https://archive.org/embed/PolAd_CivilRights_CriminalJustice_82y48,MoveOn.org,"Hybrid Super PAC","Civil Rights, Criminal Justice",,campaign,,,unknown,0,0,0,,"2016/09/22 5:23:04 UTC"
6116,PolAd_DonaldTrump_zq08h,https://archive.org/embed/PolAd_DonaldTrump_zq08h,"Unite Here",PAC,"Workers, Gambling, Jobs, Health Care, Housing, Candidate Biography","Donald Trump",campaign,PRES,2016,con,0,0,0,,"2016/09/22 5:21:23 UTC"
6117,PolAd_DonaldTrump_rn10n,https://archive.org/embed/PolAd_DonaldTrump_rn10n,"Unite Here",PAC,"Gambling, Jobs, Candidate Biography","Donald Trump",campaign,PRES,2016,con,0,0,0,,"2016/09/22 5:20:20 UTC"
6118,PolAd_DonaldTrump_n884p,https://archive.org/embed/PolAd_DonaldTrump_n884p,"Unite Here",PAC,"Workers, Gambling, Candidate Biography, Income, Unions","Donald Trump",campaign,PRES,2016,con,0,0,0,,"2016/09/22 5:19:23 UTC"
6119,PolAd_DonaldTrump_29b18,https://archive.org/embed/PolAd_DonaldTrump_29b18,"Unite Here",PAC,"Workers, Income, Gambling, Candidate Biography","Donald Trump",campaign,PRES,2016,con,0,0,0,,"2016/09/22 5:18:49 UTC"
6099,PolAd_RonJohnson_7mjjc,https://archive.org/embed/PolAd_RonJohnson_7mjjc,"Ron Johnson for Senate",Multiple,"Jobs, Poverty, Candidate Biography","Ron Johnson",campaign,WIS2,2016,pro,0,0,0,,"2016/09/22 5:16:26 UTC"
6100,PolAd_KatieMcginty_14od1,https://archive.org/embed/PolAd_KatieMcginty_14od1,"National Republican Senatorial Cmte",PAC,"Taxes, Ethics, Candidate Biography","Katie McGinty",campaign,PAS1,2016,con,172,0,1,,"2016/09/22 5:14:28 UTC"
6120,PolAd_KellyAyotte_k1zgu,https://archive.org/embed/PolAd_KellyAyotte_k1zgu,"Independence USA PAC","Super PAC","Women, Health Care, Abortion, Voting Record","Kelly Ayotte",campaign,NHS1,2016,con,764,0,1,,"2016/09/22 5:00:56 UTC"
6135,PolAd_DonaldTrump_34hc8,https://archive.org/embed/PolAd_DonaldTrump_34hc8,"Hillary Victory Fund","Joint Fundraising Committee","Obama Birth Certificate, Candidate Biography","Donald Trump",campaign,PRES,2016,con,7,0,1,,"2016/09/22 4:59:55 UTC"
6139,PolAd_HillaryClinton_DonaldTrump_tlx26,https://archive.org/embed/PolAd_HillaryClinton_DonaldTrump_tlx26,"Hillary for America",Multiple,"Candidate Biography, Disability","Donald Trump, Hillary Clinton",campaign,PRES,2016,mixed,2,0,1,,"2016/09/22 4:57:20 UTC"
5949,PolAd_KellyAyotte_90jdy,https://archive.org/embed/PolAd_KellyAyotte_90jdy,"Democratic Senatorial Campaign Cmte, Maggie for NH",Multiple,"Women, Health Care, Abortion, Voting Record, Families","Kelly Ayotte",campaign,NHS1,2016,con,426,0,1,,"2016/09/22 4:48:22 UTC"
5960,PolAd_JoeHeck_CatherineCortezMasto_7bwib,https://archive.org/embed/PolAd_JoeHeck_CatherineCortezMasto_7bwib,"Friends of Joe Heck, Friends Of Joe Heck","Candidate Committee","Candidate Biography, Iraq, Military, Veterans, Lobbying, Campaign Finance","Catherine Cortez Masto, Joe Heck",campaign,NVS2,2016,mixed,199,0,1,,"2016/09/22 4:43:26 UTC"
6134,PolAd_HillaryClinton_u64in,https://archive.org/embed/PolAd_HillaryClinton_u64in,"Hillary for America",Multiple,"Children, Candidate Biography","Hillary Clinton",campaign,PRES,2016,pro,2494,1,9,,"2016/09/22 4:27:55 UTC"
6027,PolAd_DonaldTrump_vfye9,https://archive.org/embed/PolAd_DonaldTrump_vfye9,"Correct The Record","Hybrid Super PAC","Candidate Biography, Immigration, Homeland Security, Terrorism","Donald Trump",campaign,PRES,2016,con,2,0,1,,"2016/09/21 5:18:11 UTC"
6028,PolAd_JoeHeck_9xexn,https://archive.org/embed/PolAd_JoeHeck_9xexn,"Women Vote!","Super PAC","Health Care, Voting Record, Abortion, Women","Joe Heck",campaign,NVS2,2016,con,0,0,0,,"2016/09/21 5:16:13 UTC"
6029,PolAd_KatieMcginty_PatToomey_znc98,https://archive.org/embed/PolAd_KatieMcginty_PatToomey_znc98,"Club for Growth",Multiple,"Taxes, Energy, Gas Prices, Children, Bipartisanship, Candidate Biography","Katie McGinty, Pat Toomey",campaign,PAS1,2016,mixed,0,0,0,,"2016/09/21 5:15:35 UTC"
6030,PolAd_JoeHeck_826oi,https://archive.org/embed/PolAd_JoeHeck_826oi,"Women Vote!","Super PAC","Health Care, Women, Abortion, Voting Record, Crime","Joe Heck",campaign,NVS2,2016,con,105,0,1,,"2016/09/21 5:14:38 UTC"
6031,PolAd_HillaryClinton_bh07z,https://archive.org/embed/PolAd_HillaryClinton_bh07z,MoveOn.org,"Hybrid Super PAC","Diversity, Income, Poverty, Climate Change, Jobs, Energy, Environment","Hillary Clinton",campaign,PRES,2016,pro,5,0,1,,"2016/09/21 5:13:45 UTC"
6032,PolAd_HillaryClinton_DonaldTrump_mu5kq,https://archive.org/embed/PolAd_HillaryClinton_DonaldTrump_mu5kq,"NextGen Climate Action",Multiple,"Climate Change, Science, Women, Health Care, Immigration, Gays and Lesbians, Education, Civil Rights","Donald Trump, Hillary Clinton",campaign,PRES,2016,mixed,18,0,10,,"2016/09/21 5:12:50 UTC"
6033,PolAd_DonaldTrump_HillaryClinton_rhn5t,https://archive.org/embed/PolAd_DonaldTrump_HillaryClinton_rhn5t,"NextGen Climate Action",Multiple,"Climate Change, Environment, Jobs, Energy","Donald Trump, Hillary Clinton",campaign,PRES,2016,mixed,0,0,0,,"2016/09/21 5:11:47 UTC"
6034,PolAd_MaggieHassan_0ghq4,https://archive.org/embed/PolAd_MaggieHassan_0ghq4,"Granite State Solutions","Super PAC","Terrorism, Islam, Debt, Jobs, Taxes, Nuclear, Health Care, medicare","Maggie Hassan",campaign,NHS1,2016,con,436,0,1,,"2016/09/21 5:09:08 UTC"
6035,PolAd_HillaryClinton_4drmd,https://archive.org/embed/PolAd_HillaryClinton_4drmd,"Reform America Fund","Super PAC","Candidate Biography","Hillary Clinton",campaign,PRES,2016,con,45,0,9,,"2016/09/21 5:08:09 UTC"
6036,PolAd_HillaryClinton_9g6x3,https://archive.org/embed/PolAd_HillaryClinton_9g6x3,"Reform America Fund","Super PAC","Candidate Biography","Hillary Clinton",campaign,PRES,2016,con,31,0,2,,"2016/09/21 5:05:53 UTC"
6039,PolAd_DonaldTrump_nr66j,https://archive.org/embed/PolAd_DonaldTrump_nr66j,"Donald J Trump For President","Candidate Committee","Candidate Biography, Families, Jobs","Donald Trump",campaign,PRES,2016,pro,435,0,12,,"2016/09/21 5:00:54 UTC"
6064,PolAd_CatherineCortezMasto_i7xjo,https://archive.org/embed/PolAd_CatherineCortezMasto_i7xjo,"Freedom Partners Action Fund","Super PAC","Crime, Candidate Biography","Catherine Cortez Masto",campaign,NVS2,2016,con,483,0,1,,"2016/09/21 4:59:59 UTC"
6065,PolAd_KatieMcginty_sc7wa,https://archive.org/embed/PolAd_KatieMcginty_sc7wa,"Freedom Partners Action Fund","Super PAC","State Budget, Taxes, Children, Candidate Biography","Katie McGinty",campaign,PAS1,2016,con,0,0,0,,"2016/09/21 4:57:54 UTC"
5996,PolAd_HillaryClinton_mo4xy,https://archive.org/embed/PolAd_HillaryClinton_mo4xy,"Hillary for America",Multiple,"Poverty, Women, Workers, Corporations, income, Economy, Financial Regulation","Hillary Clinton",campaign,PRES,2016,pro,0,0,0,,"2016/09/20 8:32:05 UTC"
5998,PolAd_EvanBayh_7a2hi,https://archive.org/embed/PolAd_EvanBayh_7a2hi,"Senate Leadership Fund","Super PAC","Economy, Campaign Finance, Bankruptcy","Evan Bayh",campaign,INS2,2016,con,0,0,0,,"2016/09/20 8:29:45 UTC"
5997,PolAd_CatherineCortezMasto_s6603,https://archive.org/embed/PolAd_CatherineCortezMasto_s6603,"National Republican Senatorial Cmte",PAC,"Candidate Biography, Taxes","Catherine Cortez Masto",campaign,NVS2,2016,con,385,0,1,,"2016/09/20 8:28:46 UTC"
6000,PolAd_DonaldTrump_35q3h,https://archive.org/embed/PolAd_DonaldTrump_35q3h,"Hillary for America",Multiple,"Veterans, Candidate Biography, Military","Donald Trump",campaign,PRES,2016,con,3,0,2,,"2016/09/20 8:27:44 UTC"
6001,PolAd_KellyAyotte_id4cs,https://archive.org/embed/PolAd_KellyAyotte_id4cs,"Friends of Kelly Ayotte",Multiple,"Families, Drugs, Health Care","Kelly Ayotte",campaign,NHS1,2016,pro,221,0,1,,"2016/09/20 8:22:16 UTC"
6002,PolAd_MichaelBennet_ngu5r,https://archive.org/embed/PolAd_MichaelBennet_ngu5r,"Bennet for Colorado","Candidate Committee","Energy, Jobs, Bipartisanship, Taxes, Economy","Michael Bennet",campaign,COS1,2016,pro,295,0,1,,"2016/09/20 8:20:59 UTC"
6003,PolAd_HillaryClinton_DonaldTrump_2tq43,https://archive.org/embed/PolAd_HillaryClinton_DonaldTrump_2tq43,"Hillary for America",Multiple,"Immigration, Families, Children, Health Care","Donald Trump, Hillary Clinton",campaign,PRES,2016,mixed,2,0,1,,"2016/09/20 8:18:39 UTC"
6004,PolAd_DonaldTrump_s174j,https://archive.org/embed/PolAd_DonaldTrump_s174j,"Donald J Trump For President","Candidate Committee","Candidate Biography","Donald Trump",campaign,PRES,2016,pro,9,0,1,,"2016/09/20 8:17:37 UTC"
6005,PolAd_HillaryClinton_v9kk2,https://archive.org/embed/PolAd_HillaryClinton_v9kk2,"National Rifle Assn",PAC,"Guns, Supreme Court","Hillary Clinton",campaign,PRES,2016,con,302,0,11,,"2016/09/20 8:09:08 UTC"
6006,PolAd_AnnKirkpatrick_HillaryClinton_p1dju,https://archive.org/embed/PolAd_AnnKirkpatrick_HillaryClinton_p1dju,"National Republican Senatorial Cmte",PAC,"Health Care, Voting Record","Ann Kirkpatrick, Hillary Clinton",campaign,AZS1,2016,con,331,0,1,,"2016/09/20 8:07:34 UTC"
6007,PolAd_HillaryClinton_z6ye8,https://archive.org/embed/PolAd_HillaryClinton_z6ye8,"NextGen Climate Action",Multiple,"Elections, Climate Change, Health Care, Education, Science","Hillary Clinton",campaign,PRES,2016,pro,5,0,1,,"2016/09/20 8:06:30 UTC"
6008,PolAd_RussFeingold_ntt6j,https://archive.org/embed/PolAd_RussFeingold_ntt6j,"Russ For Wisconsin","Candidate Committee","Small Business, Economy, Technology, Jobs, Trade","Russ Feingold",campaign,WIS2,2016,pro,341,0,1,,"2016/09/20 8:05:30 UTC"
6009,PolAd_MarcoRubio_PatrickMurphy_5ga3w,https://archive.org/embed/PolAd_MarcoRubio_PatrickMurphy_5ga3w,"Friends of Patrick Murphy","Candidate Committee","Women, Abortion, Health Care","Marco Rubio, Patrick Murphy",campaign,FLS2,2016,mixed,440,0,1,,"2016/09/20 8:04:28 UTC"
5951,PolAd_JohnMccain_8zm8u,https://archive.org/embed/PolAd_JohnMccain_8zm8u,"Friends of John McCain","Candidate Committee","Immigration, Patriotism, Military, Families","John McCain",campaign,AZS1,2016,pro,0,0,0,,"2016/09/20 2:50:51 UTC"
5950,PolAd_PatToomey_KatieMcginty_403dg,https://archive.org/embed/PolAd_PatToomey_KatieMcginty_403dg,"Democratic Senatorial Campaign Cmte",PAC,"Financial Regulation, Social Security, Women, Education, Income, Social Security","Katie McGinty, Pat Toomey",campaign,PAS1,2016,mixed,461,0,1,,"2016/09/20 2:49:49 UTC"
5952,PolAd_RobPortman_7l3n5,https://archive.org/embed/PolAd_RobPortman_7l3n5,"Portman for Senate","Candidate Committee","Jobs, Families, Labor","Rob Portman",campaign,OHS2,2016,pro,0,0,0,,"2016/09/20 2:40:31 UTC"
5955,PolAd_JohnMccain_rr1qg,https://archive.org/embed/PolAd_JohnMccain_rr1qg,"Friends of John McCain","Candidate Committee","Candidate Biography, Small Business","John McCain",campaign,AZS1,2016,pro,0,0,0,,"2016/09/20 2:35:19 UTC"
5956,PolAd_GaryJohnson_HillaryClinton_DonaldTrump_u7nho,https://archive.org/embed/PolAd_GaryJohnson_HillaryClinton_DonaldTrump_u7nho,"Purple PAC","Super PAC","Taxes, Debates, State Budget","Donald Trump, Gary Johnson, Gary Johnson, Hillary Clinton",campaign,PRES,2016,mixed,0,0,0,,"2016/09/20 2:34:07 UTC"
5957,PolAd_KellyAyotte_hndo1,https://archive.org/embed/PolAd_KellyAyotte_hndo1,"Friends of Kelly Ayotte",Multiple,"Terrorism, Islam, Foreign Policy, Military, Iraq, Homeland Security","Kelly Ayotte",campaign,NHS1,2016,pro,0,0,0,,"2016/09/20 2:33:00 UTC"
