wp_identifier,archive_id,embed_url,sponsors,sponsor_types,subjects,candidates,type,race,cycle,message,air_count,reference_count,market_count,transcript,date_ingested
517,PolAd_HillaryClinton_k49sl,https://archive.org/embed/PolAd_HillaryClinton_k49sl,"Priorities USA","Non Profit",Women,"Hillary Clinton",campaign,PRES,2016,unknown,1,0,1,"I am a proud lifelong fighter for women's issues because I firmly believe what's good for women is good for America.","2016/01/28 9:20:38 UTC"
513,PolAd_HillaryClinton_pse83,https://archive.org/embed/PolAd_HillaryClinton_pse83,"Priorities USA","Non Profit",Women,"Hillary Clinton",campaign,PRES,2016,unknown,0,0,0,"The advancement of the full participation of women and girls in every aspect of their societies is the great unfinished business of the 21st century.","2016/01/28 9:18:26 UTC"
515,PolAd_HillaryClinton_xas0m,https://archive.org/embed/PolAd_HillaryClinton_xas0m,"Priorities USA","Non Profit",Women,"Hillary Clinton",campaign,PRES,2016,unknown,0,0,0,"When women are held back our country is held back. When women get ahead everyone gets ahead.","2016/01/28 9:17:32 UTC"
512,PolAd_HillaryClinton_78yid,https://archive.org/embed/PolAd_HillaryClinton_78yid,"Hillary for America",Multiple,,"Hillary Clinton",campaign,PRES,2016,unknown,0,0,0,"Some have suggested that gay rights and human rights are separate and distinct, but in fact, they are one and the same. Being LGBT does not make you less human, and that is why gay rights are human rights, and human rights are gay rights. We've helped to make it easier for transgender Americans to change the gender listed on their passports, because our mission is not only to protect the rights and dignity of our colleagues, but also of the American people we serve. I'll fight to end discrimination wherever it occurs. It's outrageous that in 2015, you can still be fired for being gay, you can still lose your home for being gay, you can even be denied a wedding cake for being gay. And this kind of discrimination goes against everything we stand for as a country. I'm running for President to stand up for the fundamental rights of LGBT Americans and all Americans. That's a promise.","2016/01/28 7:27:03 UTC"
511,PolAd_HillaryClinton_lb18f,https://archive.org/embed/PolAd_HillaryClinton_lb18f,"Priorities USA","Non Profit","Families, Workers","Hillary Clinton",campaign,PRES,2016,unknown,0,0,0,"Fair pay and fair scheduling, paid family leave and earned sick days, childcare are essential to our competitiveness and our growth.","2016/01/28 7:25:50 UTC"
518,PolAd_HillaryClinton_4nojm,https://archive.org/embed/PolAd_HillaryClinton_4nojm,"Hillary for America",Multiple,,"Hillary Clinton",campaign,PRES,2016,unknown,0,0,0,"My father was small businessman, and it was really small. He had a small print plant where he printed drapery fabrics and my mother my brothers and I would help and occasionally he hired day laborers. So I really grew up believing that small business was at the core. I want to be the small business president. I want to really help you. I want us to start creating more opportunities for people to start their businesses and grow their businesses because that's where most of the jobs will come from.","2016/01/28 7:24:55 UTC"
553,PolAd_MartinOmalley_8261l,https://archive.org/embed/PolAd_MartinOmalley_8261l,"O'Malley For President","Candidate Committee",,"Martin O'Malley",campaign,PRES,2016,unknown,0,0,0,"My name's Joe Judge from Albia, Iowa. I'm gonna caucus for Martin O'Malley because he has a plan for college affordability.","2016/01/28 7:23:10 UTC"
550,PolAd_HillaryClinton_6wcy9,https://archive.org/embed/PolAd_HillaryClinton_6wcy9,"Hillary for America",Multiple,Women,"Hillary Clinton",campaign,PRES,2016,unknown,0,0,0,"I want to send a message to every survivor of sexual assault: Don't let anyone silence your voice. You have a right to be heard and you have a right to be believed. We're with you.","2016/01/28 7:22:31 UTC"
551,PolAd_MartinOmalley_7areh,https://archive.org/embed/PolAd_MartinOmalley_7areh,"O'Malley For President","Candidate Committee",,"Martin O'Malley",campaign,PRES,2016,unknown,0,0,0,"I'm Nathan Blake. I'm a school board member in Des Moines and I'm committing to caucus for Martin O'Malley because he's got a plan to end childhood hunger by 2020.","2016/01/28 7:21:00 UTC"
967,PolAd_MarcoRubio_1lkbg,https://archive.org/embed/PolAd_MarcoRubio_1lkbg,"Marco Rubio for President","Candidate Committee","Families, Religion, Legal Issues","Marco Rubio",campaign,PRES,2016,pro,5,0,2,"I believe you can't have a strong America without strong families. I believe in the fundamental freedoms that make us great. And I believe in God. That God has blessed America. I'm Marco Rubio. I approved this message because it's time for a President who will put their left hand on the Bible and their right hand in the air, and keep their promise to uphold the Constitution. It's been eight years since we've had a President willing to do that. I will.","2016/01/28 7:19:14 UTC"
969,PolAd_DonaldTrump_c5mra,https://archive.org/embed/PolAd_DonaldTrump_c5mra,"Donald J. Trump For President",Unknown,,"Donald Trump",campaign,PRES,2016,pro,0,0,0,"I have a great education. I went to an Ivy League college. But I'm not politically correct. Because to be politically correct just takes too much time. It takes too much effort. We have to get things done in this country and you're never gonna get it done if we just stay politically correct.","2016/01/28 7:17:28 UTC"
972,PolAd_HillaryClinton_fbn8e,https://archive.org/embed/PolAd_HillaryClinton_fbn8e,"Priorities USA","Non Profit","Economy, Education, Women","Hillary Clinton",campaign,PRES,2016,pro,0,0,0,"Today, CEO's get huge pay raises as middle-class families fall behind. The Republicans for President just more help for the rich. Hillary Clinton's number one priority. Rebuild the middle class. Make college more affordable. Paid family and sick leave. Ensure women get equal pay for equal work. Go online to learn more about Hillary's plan. Hillary Clinton's","2016/01/28 7:16:29 UTC"
978,PolAd_JohnKasich_vl9fq,https://archive.org/embed/PolAd_JohnKasich_vl9fq,"Kasich for America","Candidate Committee","Federal Budget, State Budget, Jobs, Terrorism, Job Accomplishments","John Kasich",campaign,PRES,2016,pro,67,0,1,"This guy never gave up. Or this guy. Or these guys. This guy never quits either. John Kasich. A balanced budget. Kasich did it here and here. Creating American jobs. Check. Kasich even brought them back from China and Mexico. Taking the fight to ISIS. Kasich helped Reagan win the Cold War. It's our time. America, never give up. New Hampshire, it starts here. John Kasich. I'm John Kasich and I approved this message.","2016/01/28 7:15:19 UTC"
968,PolAd_TedCruz_htpt7,https://archive.org/embed/PolAd_TedCruz_htpt7,"Cruz for President","Candidate Committee",Military,"Ted Cruz",campaign,PRES,2016,pro,106,1,1,"When it comes to defeating radical Islamic terrorism, the Midlands knows victory starts here. More than 50% of all U.S. Army soldiers get there start at Fort Jackson. But President Obama is decimating our military, threatening 3,000 jobs at Fort Jackson. That's wrong. Ted Cruz will protect Fort Jackson jobs as President. To help keep America safe. Ted Cruz. Rebuild our military. Kill the terrorists. I'm Ted Cruz and I approved this message.","2016/01/28 3:16:49 UTC"
548,PolAd_HillaryClinton_gtp2g,https://archive.org/embed/PolAd_HillaryClinton_gtp2g,"Hillary for America",Multiple,"Candidate Biography, Women","Hillary Clinton",campaign,PRES,2016,unknown,0,0,0,"Little Supporter: What did it feel like being the first and only lady running for president? HRC: It was exciting and it was daunting. It was difficult, because I knew when I first ran back in 07-'08 that it was going to be hard, because we had never done it before. HRC: I mean, other women had run, but not in recent times, and not, perhaps, as serious and well funded a campaign as I was able to put together. HRC: And I knew that I really had a lot to prove, because people had to think that a woman could be president. We've never had one before. And I think this time, it seems easier, that people are much more open. HRC: I've said over and over again, I don't want you to vote for me just because I'm a woman. I want you to vote for me on the merits, but one of my merits is that I'm a woman!","2016/01/28 12:53:06 UTC"
547,PolAd_BenCarson_gb5e4,https://archive.org/embed/PolAd_BenCarson_gb5e4,"2016 Cmte","Super PAC",,"Ben Carson",campaign,PRES,2016,unknown,0,0,0,"...that that's part of the draw for you? There's no question that that's part of it and you know if if it weren't for that I wouldn't be here. I wouldn't be doing this at all. But that was one of the reasons that there were so many people clamoring for me to do this and that's why the draft movement started. Had it not been for that I certainly would not be doing this.","2016/01/28 12:52:31 UTC"
531,PolAd_MartinOmalley_JebBush_HillaryClinton_myn8b,https://archive.org/embed/PolAd_MartinOmalley_JebBush_HillaryClinton_myn8b,"Generation Forward","Super PAC",,"Hillary Clinton, Jeb Bush, Martin O'Malley",campaign,PRES,2016,unknown,0,0,0,"Would you have authorized the invasion? I would have and so would have Hillary Clinton. I believe that marriage is between a man and a woman. Fool me once, shame on you. The presidency is not a crown to be passed back and forth between two royal families. It is a sacred trust.","2016/01/28 12:51:48 UTC"
533,PolAd_BenCarson_c7jgp,https://archive.org/embed/PolAd_BenCarson_c7jgp,"2016 Cmte","Super PAC","Debt, Government Efficiency","Ben Carson",campaign,PRES,2016,unknown,0,0,0,"Eighteen and a half-trillion dollars: The national debt. Think about that. To pay that back at 10 million dollars a day, it would take you over 5,000 years. That's absurd and we're putting that on the backs of our young people. There are 4.1 million federal employees. I would offer that that's too many. And there are 645 federal agencies and sub-agencies and we've had people saying if you cut the budget by one penny it will be a disaster (Nancy Pelosi). You know, I mean this is absolutely absurd. How can we in good conscience continue this charade of responsibility knowing what we are doing to their future.","2016/01/28 12:50:19 UTC"
545,PolAd_ChrisChristie_1moft,https://archive.org/embed/PolAd_ChrisChristie_1moft,"America Leads","Super PAC","Taxes, Voting Record","Chris Christie",campaign,PRES,2016,unknown,0,0,0,"Even with a democratic legislature, the Americans for Tax Reform just said that Chris Christie has vetoed more tax increases than any governor in American history. We cut 800 programs out of the state budget to bring the state budget into balance without raising taxes. Nearly 200,000 new private sector jobs because we cut taxes made government smaller. You need to be willing to stand up to congress and tell me what you won't do so then you can drag him to doing with the American people want them to do. America Leads is responsible for the content of this advertising.","2016/01/28 12:49:32 UTC"
